date	size'/'remotesize	flags(request:Update,Range state:File response:Modified,Chunked,gZipped)	statuscode	status ('servermsg')	MIME	Etag|Date	URL	localfile	(from URL)
11:42:01	4291/4291	---MC-	404	error ('Not%20Found')	text/html	date:Fri,%2015%20Apr%202022%2008:42:02%20GMT	https://cosmicdrifts.tech/favicons/4630-favicons-favicon-32x32.png	C:/Benim%20Web%20Sitem/deneme/cosmicdrifts.tech/favicons/4630-favicons-favicon-32x32.3d.delayed	(from https://cosmicdrifts.tech/updates.html)
11:42:01	4291/4291	---MC-	404	error ('Not%20Found')	text/html	date:Fri,%2015%20Apr%202022%2008:42:03%20GMT	https://cosmicdrifts.tech/favicons/2148-favicons-favicon-16x16.png	C:/Benim%20Web%20Sitem/deneme/cosmicdrifts.tech/favicons/2148-favicons-favicon-16x16.3e.delayed	(from https://cosmicdrifts.tech/updates.html)
11:42:02	4291/4291	---MC-	404	error ('Not%20Found')	text/html	date:Fri,%2015%20Apr%202022%2008:42:04%20GMT	https://cosmicdrifts.tech/css/css-14fd3a558ecf1f185c60.css	C:/Benim%20Web%20Sitem/deneme/cosmicdrifts.tech/css/css-14fd3a558ecf1f185c60.3f.delayed	(from https://cosmicdrifts.tech/updates.html)
11:42:03	4291/4291	---MC-	404	error ('Not%20Found')	text/html	date:Fri,%2015%20Apr%202022%2008:42:04%20GMT	https://cosmicdrifts.tech/js/chunks-polyfills-a40ef1678bae11e696dba45124eadd70.js	C:/Benim%20Web%20Sitem/deneme/cosmicdrifts.tech/js/chunks-polyfills-a40ef1678bae11e696dba45124eadd70.40.delayed	(from https://cosmicdrifts.tech/updates.html)
11:42:03	4291/4291	---MC-	404	error ('Not%20Found')	text/html	date:Fri,%2015%20Apr%202022%2008:42:05%20GMT	https://cosmicdrifts.tech/js/chunks-webpack-db10e363c4f57f9f0a25.js	C:/Benim%20Web%20Sitem/deneme/cosmicdrifts.tech/js/chunks-webpack-db10e363c4f57f9f0a25.41.delayed	(from https://cosmicdrifts.tech/updates.html)
11:42:04	4291/4291	---MC-	404	error ('Not%20Found')	text/html	date:Fri,%2015%20Apr%202022%2008:42:06%20GMT	https://cosmicdrifts.tech/js/chunks-framework-252749a82e0eed55204d.js	C:/Benim%20Web%20Sitem/deneme/cosmicdrifts.tech/js/chunks-framework-252749a82e0eed55204d.42.delayed	(from https://cosmicdrifts.tech/updates.html)
11:42:05	4291/4291	---MC-	404	error ('Not%20Found')	text/html	date:Fri,%2015%20Apr%202022%2008:42:06%20GMT	https://cosmicdrifts.tech/js/chunks-main-ac50f1ddf6ff503fee73.js	C:/Benim%20Web%20Sitem/deneme/cosmicdrifts.tech/js/chunks-main-ac50f1ddf6ff503fee73.43.delayed	(from https://cosmicdrifts.tech/updates.html)
11:42:05	4291/4291	---MC-	404	error ('Not%20Found')	text/html	date:Fri,%2015%20Apr%202022%2008:42:07%20GMT	https://cosmicdrifts.tech/js/pages-_app-632d8e3b1746b77d856e.js	C:/Benim%20Web%20Sitem/deneme/cosmicdrifts.tech/js/pages-_app-632d8e3b1746b77d856e.44.delayed	(from https://cosmicdrifts.tech/updates.html)
11:42:06	4291/4291	---MC-	404	error ('Not%20Found')	text/html	date:Fri,%2015%20Apr%202022%2008:42:08%20GMT	https://cosmicdrifts.tech/js/chunks-ea74e2ce-40714406fa35eb3c30c8.js	C:/Benim%20Web%20Sitem/deneme/cosmicdrifts.tech/js/chunks-ea74e2ce-40714406fa35eb3c30c8.45.delayed	(from https://cosmicdrifts.tech/updates.html)
11:42:07	4291/4291	---MC-	404	error ('Not%20Found')	text/html	date:Fri,%2015%20Apr%202022%2008:42:08%20GMT	https://cosmicdrifts.tech/js/chunks-998-bff30fa226700046a6c4.js	C:/Benim%20Web%20Sitem/deneme/cosmicdrifts.tech/js/chunks-998-bff30fa226700046a6c4.46.delayed	(from https://cosmicdrifts.tech/updates.html)
11:42:07	4291/4291	---MC-	404	error ('Not%20Found')	text/html	date:Fri,%2015%20Apr%202022%2008:42:09%20GMT	https://cosmicdrifts.tech/js/pages-%5b%5b...slug%5d%5d-1c7b3134fdb8695b9f8b.js	C:/Benim%20Web%20Sitem/deneme/cosmicdrifts.tech/js/pages-[[...slug]]-1c7b3134fdb8695b9f8b.47.delayed	(from https://cosmicdrifts.tech/updates.html)
11:42:08	4291/4291	---MC-	404	error ('Not%20Found')	text/html	date:Fri,%2015%20Apr%202022%2008:42:09%20GMT	https://cosmicdrifts.tech/js/ZZVTWaKEArxweHaZbMA5R-_buildManifest.js	C:/Benim%20Web%20Sitem/deneme/cosmicdrifts.tech/js/ZZVTWaKEArxweHaZbMA5R-_buildManifest.48.delayed	(from https://cosmicdrifts.tech/updates.html)
11:42:09	4291/4291	---MC-	404	error ('Not%20Found')	text/html	date:Fri,%2015%20Apr%202022%2008:42:10%20GMT	https://cosmicdrifts.tech/js/ZZVTWaKEArxweHaZbMA5R-_ssgManifest.js	C:/Benim%20Web%20Sitem/deneme/cosmicdrifts.tech/js/ZZVTWaKEArxweHaZbMA5R-_ssgManifest.49.delayed	(from https://cosmicdrifts.tech/updates.html)
11:42:09	4291/4291	---MC-	404	error ('Not%20Found')	text/html	date:Fri,%2015%20Apr%202022%2008:42:11%20GMT	https://cosmicdrifts.tech/cosmicdrift.html	C:/Benim%20Web%20Sitem/deneme/cosmicdrifts.tech/cosmicdrift.4a.delayed	(from https://cosmicdrifts.tech/updates.html)
